SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;ID_ESCOLA;NO_ESCOLA;REDE;VL_APROVACAO_2023_SI_4;VL_APROVACAO_2023_1;VL_APROVACAO_2023_2;VL_APROVACAO_2023_3;VL_APROVACAO_2023_4;VL_INDICADOR_REND_2023;VL_NOTA_MATEMATICA_2023;VL_NOTA_PORTUGUES_2023;VL_NOTA_MEDIA_2023;VL_OBSERVADO_2023
MG;3100609.0;Água Boa;31041700.0;EE ADAO MARQUES DAS ALELUIAS;Estadual;90.8;91.2;86.7;96.2;-;0.912022;ND;ND;-;-
MG;3100609.0;Água Boa;31041726.0;EE DE RESPLENDOR;Estadual;88.9;87.2;83.3;100;-;0.896253;269.22;274.02;4.57279;4.1
MG;3100609.0;Água Boa;31041751.0;EE MODESTO ALVES BARROSO;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3100708.0;Água Comprida;31311863.0;EE JOSE ACACIO DA SILVA;Estadual;97.8;100;92.9;100;-;0.975157;258.16;264.06;4.268351;4.2
MG;3100807.0;Aguanil;31202134.0;EE PROFESSOR LEONIDES ALVARENGA;Estadual;88.5;87.2;84.9;94.9;-;0.887998;275.28;288.86;4.880058;4.3
MG;3100906.0;Águas Formosas;31145947.0;EE DE AGUA QUENTE;Estadual;96.2;95.1;97.6;95.7;-;0.961216;ND;ND;-;-
MG;3100906.0;Águas Formosas;31145955.0;EE JOSE QUARESMA DA COSTA;Estadual;81.2;80.7;77.7;88.1;-;0.819396;267.9;279.8;4.640777;3.8
MG;3101003.0;Águas Vermelhas;31184381.0;EE CORONEL JOSE VENANCIO DE SOUSA;Estadual;79.7;74.5;79.2;92.7;-;0.814408;271.1;268.37;4.514613;3.7
MG;3101003.0;Águas Vermelhas;31184403.0;EE DE MACHADO MINEIRO;Estadual;93.5;97.3;95.7;80.6;-;0.905421;ND;ND;-;-
MG;3101003.0;Águas Vermelhas;31184420.0;EE JOAQUIM FERNANDES ABADE;Estadual;88.5;72.7;100;94.1;-;0.872546;268.12;268.61;4.476352;3.9
MG;3101003.0;Águas Vermelhas;31184462.0;EE DE ITAMARATI;Estadual;96;95.7;93.8;100;-;0.964311;261.8;255.14;4.185942;4
MG;3101102.0;Aimorés;31041769.0;EE AMERICO MARTINS DA COSTA;Estadual;86.1;86.1;82.8;90.7;-;0.864129;ND;ND;-;-
MG;3101102.0;Aimorés;31041785.0;EE FREI AFONSO MARIA JORDA;Estadual;83.5;78.5;81;100;-;0.855078;ND;ND;-;-
MG;3101102.0;Aimorés;31041840.0;EE DR NELSON DARBY DE ASSIS;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3101102.0;Aimorés;31041858.0;EE JOSE TEIXEIRA FRANCO;Estadual;95.5;87.5;100;100;-;0.954545;284.01;287.82;4.987101;4.8
MG;3101102.0;Aimorés;31041904.0;EE JOSE HENRIQUE FILHO;Estadual;89.7;81.3;96;92.1;-;0.893534;ND;ND;-;-
MG;3101102.0;Aimorés;31041912.0;EE MANOEL VICTORINO DE OLIVEIRA;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3101201.0;Aiuruoca;31170682.0;EE CONSELHEIRO FIDELIS;Estadual;84.4;75;97.7;86.5;-;0.853985;300.5;300.71;5.411667;4.6
MG;3101300.0;Alagoa;31276464.0;EE MARIA DO CARMO LIMA PINTO;Estadual;91.7;88;90.3;100;-;0.924846;322.62;297.25;5.670544;5.2
MG;3101409.0;Albertina;31294705.0;EE JOSE GOMES DE MORAIS FILHO;Estadual;94.3;89.3;95;100;-;0.945641;298.16;299.11;5.354849;5.1
MG;3101508.0;Além Paraíba;31096458.0;EE DOUTOR ALFREDO CASTELO BRANCO;Estadual;85.7;90.5;72;94.1;-;0.843512;ND;ND;-;-
MG;3101508.0;Além Paraíba;31096512.0;EE SAO JOSE;Estadual;88.7;83.1;100;88.9;-;0.90138;250.11;250.56;3.953193;3.6
MG;3101508.0;Além Paraíba;31096521.0;EE SEBASTIAO CERQUEIRA;Estadual;90.2;83.9;94;96.1;-;0.910109;263.63;256.79;4.236344;3.9
MG;3101508.0;Além Paraíba;31096539.0;EE SANTA RITA;Estadual;96;92.5;100;100;-;0.973684;281.81;275.3;4.768777;4.6
MG;3101508.0;Além Paraíba;31096555.0;EE BARAO SAO GERALDO;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3101508.0;Além Paraíba;31102318.0;COLEGIO DOS SANTOS ANJOS;Privada;-;-;-;-;-;-;-;-;-;-
MG;3101508.0;Além Paraíba;31102326.0;COLEGIO CENECISTA PROF SERGIO FERREIRA;Privada;-;-;-;-;-;-;-;-;-;-
MG;3101607.0;Alfenas;31170798.0;EE DOUTOR EMILIO SILVEIRA;Estadual;75.1;70;80.6;82.8;-;0.773795;264.04;263.23;4.33851;3.4
MG;3101607.0;Alfenas;31170810.0;EE JUDITH VIANNA;Estadual;71;64.6;73.2;96.2;-;0.7588;ND;ND;-;-
MG;3101607.0;Alfenas;31170844.0;EE PREFEITO ISMAEL BRASIL CORREA;Estadual;92.5;85.3;94.6;96.7;-;0.919247;264.79;273.34;4.500391;4.1
MG;3101607.0;Alfenas;31170879.0;EE SAMUEL ENGEL;Estadual;89;85.9;91.9;90.1;-;0.892283;281.49;294.25;5.047966;4.5
MG;3101607.0;Alfenas;31170887.0;EE DOUTOR NAPOLEAO SALLES;Estadual;86.3;82.1;84.5;94.8;-;0.867977;ND;ND;-;-
MG;3101607.0;Alfenas;31170895.0;EE PADRE JOSE GRIMMINCK;Estadual;76.5;73.6;75;84.6;-;0.774381;252.94;249.3;3.974078;3.1
MG;3101631.0;Alfredo Vasconcelos;31016012.0;EE NOSSA SENHORA DO ROSARIO;Estadual;86;77.6;91.4;94.6;-;0.872135;ND;ND;-;-
MG;3101706.0;Almenara;31184519.0;EE TANCREDO NEVES;Estadual;86;85;81.3;92.2;-;0.859333;256.79;263.06;4.234139;3.6
MG;3101706.0;Almenara;31184543.0;EE LAUDELINA DIAS LACERDA;Estadual;91.2;87.5;95.2;94;-;0.921063;ND;ND;-;-
MG;3101706.0;Almenara;31184551.0;EE JOVIANO NAVES;Estadual;94.8;96.5;94.4;93.2;-;0.946804;251.88;251.79;3.996466;3.8
MG;3101706.0;Almenara;31184608.0;EE DE PEDRA GRANDE;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3101706.0;Almenara;31246336.0;EE JOEL MARES;Estadual;88.5;81;93.2;93.5;-;0.88835;251.72;254.19;4.030147;3.6
MG;3101706.0;Almenara;31349658.0;IFNMG - CAMPUS ALMENARA;Federal;98.2;96.1;100;99.3;-;0.984371;ND;ND;-;-
MG;3101805.0;Alpercata;31041963.0;EE TEREZINHA PINTO FERNANDES MAIA;Estadual;89;79.8;91.7;100;-;0.897224;274.29;290.6;4.892201;4.4
MG;3101904.0;Alpinópolis;31114855.0;EE DONA INDA;Estadual;75.7;66.7;83.6;81.7;-;0.765421;ND;ND;-;-
MG;3101904.0;Alpinópolis;31114863.0;EE DOM JOAO VI;Estadual;90.8;84.7;96.6;92.3;-;0.909295;271.63;266.55;4.494812;4.1
MG;3101904.0;Alpinópolis;31254291.0;INST EDUC PE UBIRAJARA CABRAL;Privada;-;-;-;-;-;-;-;-;-;-
MG;3102001.0;Alterosa;31123668.0;EE BOLIVAR BOANERGES DA SILVEIRA;Estadual;88.2;86.1;87.3;92.2;-;0.884561;278.34;280.04;4.790999;4.2
MG;3102001.0;Alterosa;31123684.0;EE DEPUTADO JALES MACHADO;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3102050.0;Alto Caparaó;31096792.0;EE CORONEL AMERICO VESPUCIO CARVALHO;Estadual;94.4;95.7;89.5;97.8;-;0.941991;276.7;287.89;4.885481;4.6
MG;3102100.0;Alto Rio Doce;31014681.0;EE SAO JOSE;Estadual;87.3;86.7;82.2;94.7;-;0.875679;282.01;281.62;4.866197;4.3
MG;3102100.0;Alto Rio Doce;31014737.0;EE DOUTOR JOSE OTAVIO COUTO MOTA;Estadual;89.2;88;79.2;100;-;0.882615;267.49;270.73;4.499241;4
MG;3102209.0;Alvarenga;31019046.0;EE GOVERNADOR BIAS FORTES;Estadual;87.7;86;91.5;85.3;-;0.875141;ND;ND;-;-
MG;3102308.0;Alvinópolis;31128244.0;EE PROFESSOR CANDIDO GOMES;Estadual;89.4;89.1;89.4;89.8;-;0.894324;249.6;243.87;3.845881;3.4
MG;3102308.0;Alvinópolis;31128252.0;EE ANTONIO CARLOS;Estadual;92.1;88.6;92.6;100;-;0.934993;265.34;250.38;4.164403;3.9
MG;3102407.0;Alvorada de Minas;31023019.0;EE JOSE MADUREIRA HORTA;Estadual;92;86.7;93.8;97.6;-;0.924758;252.97;245.39;3.915967;3.6
MG;3102407.0;Alvorada de Minas;31023027.0;EE JOSE DANIEL UTSCH;Estadual;92.5;89.7;95.2;94.1;-;0.929383;238.78;231.46;3.508136;3.3
MG;3102506.0;Amparo do Serra;31128279.0;EE ALFREDO DO CARMO;Estadual;94.1;87.7;100;97.1;-;0.946337;ND;ND;-;-
MG;3102605.0;Andradas;31123714.0;EE DOUTOR ALCIDES MOSCONI;Estadual;90.8;89.2;90.8;93.3;-;0.910689;282.73;290.11;5.003405;4.6
MG;3102605.0;Andradas;31123773.0;EE ADOLFO FIRMINO DE SOUZA MARQUES;Estadual;100;100;100;100;-;1;ND;ND;-;-
MG;3102704.0;Cachoeira de Pajeú;31184616.0;EE BARAO DO RIO BRANCO;Estadual;94.1;88.4;95.9;100;-;0.945187;264.15;262.56;4.330025;4.1
MG;3102704.0;Cachoeira de Pajeú;31205613.0;EE DO POVOADO DE AGUAS ALTAS;Estadual;95.3;97.8;88;100;-;0.94971;252.75;242.6;3.87111;3.7
MG;3102704.0;Cachoeira de Pajeú;31246328.0;EE DO CARIRI;Estadual;92.9;85.7;92.9;100;-;0.924987;260.31;281.76;4.563518;4.2
MG;3102803.0;Andrelândia;31014842.0;EE VISCONDE DE ARANTES;Estadual;89;81.6;92.2;97.1;-;0.898216;274.08;275;4.655719;4.2
MG;3102852.0;Angelândia;31023345.0;EE AUGUSTO BARBOSA;Estadual;80.2;80;77.5;83;-;0.801038;266.29;267.7;4.437027;3.6
MG;3102902.0;Antônio Carlos;31014923.0;EE JOSE GONCALVES DE ARAUJO;Estadual;86.2;91.7;87.5;76.5;-;0.847324;ND;ND;-;-
MG;3102902.0;Antônio Carlos;31014974.0;EE SENADOR ANTONIO CARLOS;Estadual;93.9;80;100;100;-;0.923077;258.53;278.94;4.496302;4.2
MG;3102902.0;Antônio Carlos;31239372.0;EE LIMA DUARTE;Estadual;86;77.4;90.5;94.1;-;0.867137;ND;ND;-;-
MG;3103009.0;Antônio Dias;31190659.0;EE VICENTE INACIO BISPO;Estadual;98.2;100;92.9;100;-;0.975157;254.67;255.34;4.088795;4
MG;3103009.0;Antônio Dias;31190683.0;EE PROFESSOR LETRO;Estadual;90.6;87.3;90.9;97.3;-;0.916497;290.6;289.69;5.107652;4.7
MG;3103009.0;Antônio Dias;31190705.0;EE GERMANO PEDRO DE SOUZA;Estadual;97.5;97.4;96.3;100;-;0.978756;285.12;274.65;4.805536;4.7
MG;3103108.0;Antônio Prado de Minas;31305278.0;EE GERALDO ROCHA;Estadual;98.6;97.6;100;100;-;0.99187;295.92;302.31;5.371293;5.3
MG;3103207.0;Araçaí;31311189.0;EE PROFESSORA MARIA DA CONCEICAO SILVA;Estadual;89.4;86.5;91.3;92;-;0.898657;276.48;277.82;4.731642;4.3
MG;3103306.0;Aracitaba;31014991.0;EE CORONEL FRANCISCO HOMEM;Estadual;100;100;100;100;-;1;256.18;242.98;3.924973;3.9
MG;3103405.0;Araçuaí;31146013.0;EE BOM JESUS DE AGUADA NOVA;Estadual;95.9;91.3;96.2;100;-;0.957002;ND;ND;-;-
MG;3103405.0;Araçuaí;31146081.0;EE DOM JOSE DE HAAS;Estadual;94.1;93;91.3;98.6;-;0.941987;259.85;266.34;4.326219;4.1
MG;3103405.0;Araçuaí;31146099.0;EE INDUSTRIAL SAO JOSE;Estadual;90.2;89.7;86.4;97.7;-;0.910256;290.21;296.15;5.198881;4.7
MG;3103405.0;Araçuaí;31146102.0;EE ISALTINA CAJUBI FULGENCIO;Estadual;90.1;81.8;95.8;95.8;-;0.906296;236.93;248.82;3.742033;3.4
MG;3103405.0;Araçuaí;31146161.0;EE HILARIO PINHEIRO JARDIM;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3103405.0;Araçuaí;31146170.0;EE JOSE DOS SANTOS NEIVA;Estadual;96.1;93.9;100;95;-;0.96228;276.09;268.93;4.593081;4.4
MG;3103405.0;Araçuaí;31247707.0;EE FREI ROGATO;Estadual;89.1;84.3;92.7;90.8;-;0.891184;246.38;247.56;3.855896;3.4
MG;3103405.0;Araçuaí;31347272.0;IFNMG - CAMPUS ARACUAI;Federal;94.8;93;92.4;98.1;-;0.94432;ND;ND;-;-
MG;3103504.0;Araguari;31166634.0;EE DONA ELEONORA PIERUCCETTI;Estadual;98;100;98;94.3;-;0.973756;256.19;262.88;4.223018;4.1
MG;3103504.0;Araguari;31166651.0;EE ISOLINA FRANCA SOARES TORRES;Estadual;93.6;92;96.3;93.5;-;0.938997;264.33;279.22;4.581954;4.3
MG;3103504.0;Araguari;31166685.0;EE MADRE MARIA BLANDINA;Estadual;90.7;90.7;89;93.3;-;0.909658;265.57;273.01;4.506406;4.1
MG;3103504.0;Araguari;31166731.0;EE PROFESSOR ANTONIO MARQUES;Estadual;88.6;86.1;86.9;91.2;-;0.880106;273.69;283.23;4.773445;4.2
MG;3103504.0;Araguari;31166740.0;EE RAUL SOARES;Estadual;96.1;97.1;96.4;93.5;-;0.95641;263.56;281.25;4.601529;4.4
MG;3103504.0;Araguari;31166766.0;EE SAO JUDAS TADEU;Estadual;80.9;70.3;83.1;94.9;-;0.815309;268.19;298.13;4.919252;4
MG;3103504.0;Araguari;31166812.0;EE JOSE CARNEIRO DA CUNHA;Estadual;84.9;78.3;85.7;93.5;-;0.853845;ND;ND;-;-
MG;3103504.0;Araguari;31166839.0;EE ARTUR BERNARDES;Estadual;98.2;94.7;100;100;-;0.981686;ND;ND;-;-
MG;3103504.0;Araguari;31166855.0;EE CORONEL LINDOLFO RODRIGUES CUNHA;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3103504.0;Araguari;31369993.0;COLEGIO TIRADENTES DA PMMG - CTPM - UNIDADE ARAGUARI;Estadual;86;74.1;93.5;100;-;0.877438;314.47;318.13;5.868653;5.1
MG;3103603.0;Arantina;31067881.0;EE PADRE FRANCISCO REY;Estadual;95.7;90;97.4;100;-;0.956082;255.88;273.14;4.372257;4.2
MG;3103702.0;Araponga;31128325.0;EE CONEGO JOSE ERMELINDO DE SOUZA;Estadual;97;91.5;100;100;-;0.969965;ND;ND;-;-
MG;3103702.0;Araponga;31128341.0;EE JOSE DIAS DO CARMO;Estadual;96.9;96.8;100;92.9;-;0.96479;273.59;269.76;4.570394;4.4
MG;3103751.0;Araporã;31167207.0;EE MARIO SIDNEY FRANCESCHI;Estadual;76.8;81.8;73.9;74.6;-;0.766057;ND;ND;-;-
MG;3103801.0;Arapuá;31118419.0;EE MANOEL GONCALVES BOAVENTURA;Estadual;100;100;100;100;-;1;299.81;305.58;5.47488;5.5
MG;3103900.0;Araújos;31031984.0;EE JOSE MANOEL;Estadual;96.4;97.1;94.9;97.2;-;0.963882;270.87;278.09;4.656892;4.5
MG;3104007.0;Araxá;31158178.0;EE ARMANDO SANTOS;Estadual;77.4;80;75;75.8;-;0.768719;ND;ND;-;-
MG;3104007.0;Araxá;31158194.0;EE PROFESSOR LUIZ ANTONIO CORREA OLIVEIRA;Estadual;79.6;77.9;81.3;80.1;-;0.797417;290.8;306.05;5.355371;4.3
MG;3104007.0;Araxá;31158224.0;EE DOM JOSE GASPAR;Estadual;81.5;77.5;85.2;82.8;-;0.817047;281.79;286.88;4.94185;4
MG;3104007.0;Araxá;31158313.0;EE VASCO SANTOS;Estadual;73.4;66.2;73;86.6;-;0.743463;271.97;287.85;4.818449;3.6
MG;3104007.0;Araxá;31158330.0;EE LOREN RIOS FERES;Estadual;97.2;94.7;100;100;-;0.981686;262.75;278.8;4.553476;4.5
MG;3104007.0;Araxá;31218502.0;EE ROTARY;Estadual;65.1;60.5;53.5;91.2;-;0.649556;ND;ND;-;-
MG;3104007.0;Araxá;31237736.0;CEFET-MG - UNED ARAXA;Federal;82.5;67.5;93.8;95.9;-;0.835577;ND;ND;-;-
MG;3104106.0;Arceburgo;31136875.0;EE CORONEL LUCAS MAGALHAES;Estadual;76.5;69.9;79.3;87.1;-;0.7813;247.68;240.03;3.761429;2.9
MG;3104205.0;Arcos;31030947.0;IFMG - CAMPUS ARCOS;Federal;96.9;95.8;97.7;97.9;-;0.971241;ND;ND;-;-
MG;3104205.0;Arcos;31032018.0;EE JOSE GERALDO DE MELO;Estadual;100;100;100;100;-;1;244.49;270;4.165279;4.2
MG;3104205.0;Arcos;31032026.0;EE DA VILA BOA VISTA;Estadual;97.5;96;99.3;99;-;0.980771;274.33;276.74;4.685278;4.6
MG;3104205.0;Arcos;31032051.0;EE DONA BERENICE DE MAGALHAES PINTO;Estadual;88.3;88.7;85;91.5;-;0.883194;271.78;278.19;4.67117;4.1
MG;3104205.0;Arcos;31032069.0;EE DONA MARICOTA PINTO;Estadual;97.2;97.9;95.1;100;-;0.976253;ND;ND;-;-
MG;3104304.0;Areado;31123846.0;EE JOAO LOURENCO;Estadual;88.5;86.1;87.9;93.9;-;0.89178;279.88;279.86;4.809934;4.3
MG;3104403.0;Argirita;31305316.0;EE PROFESSOR LUIZ ANTONIO PIRES DE SOUZA;Estadual;92.7;85;94.7;100;-;0.928092;249.55;245.47;3.869131;3.6
MG;3104452.0;Aricanduva;31024295.0;EE TEODOMIRO CALDEIRA LEAO;Estadual;98.6;97.8;98.5;100;-;0.987582;283.71;290.47;5.022559;5
MG;3104502.0;Arinos;31108197.0;EE MAJOR SAINT CLAIR FERNANDES VALADARES;Estadual;94.3;94;94.3;94.9;-;0.943985;257.15;261.51;4.215992;4
MG;3104502.0;Arinos;31108219.0;EE GARIBALDINA FERNANDES VALADARES;Estadual;100;100;100;100;-;1;258.4;255.96;4.150464;4.2
MG;3104502.0;Arinos;31108227.0;EE CARMOSINA DURAES MARTINS;Estadual;100;100;100;100;-;1;257.84;262.89;4.246342;4.2
MG;3104502.0;Arinos;31231860.0;EE PROFESSOR BENEVIDES;Estadual;100;100;100;100;-;1;253.28;265.04;4.214482;4.2
MG;3104502.0;Arinos;31345440.0;IFNMG - CAMPUS ARINOS;Federal;92.3;87.2;93.6;98.1;-;0.927491;297.72;306.58;5.460496;5.1
MG;3104502.0;Arinos;31349291.0;EE CHICO MENDES;Estadual;97.1;85.7;100;100;-;0.94731;283.79;283.8;4.923832;4.7
MG;3104601.0;Astolfo Dutra;31180742.0;EE PROFESSOR SOUZA PRIMO;Estadual;84;84.9;78.4;89.1;-;0.838996;250.24;242.67;3.836905;3.2
MG;3104601.0;Astolfo Dutra;31180769.0;EE DEPUTADO EDSON RESENDE;Estadual;94;87.5;100;96.2;-;0.942697;298.71;298.59;5.35479;5
MG;3104700.0;Ataléia;31146323.0;EE PROFESSORA HERMINIA P DE ALMEIDA;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3104700.0;Ataléia;31146331.0;EE PROFESSORA ALNEDA DE MATOS MACHADO;Estadual;79.3;76.9;74.2;89.6;-;0.796988;250.62;260.67;4.111704;3.3
MG;3104700.0;Ataléia;31146391.0;EE DE SAO MIGUEL;Estadual;97.6;94.1;100;100;-;0.979528;262.44;250.16;4.120379;4
MG;3104700.0;Ataléia;31146412.0;EE DE NOVO HORIZONTE;Estadual;94.4;93.3;92.6;100;-;0.95186;272.48;263.23;4.457049;4.2
MG;3104700.0;Ataléia;31338818.0;EE DANIEL PEREIRA OTTONI;Estadual;86.6;79.3;88.9;100;-;0.886029;273.67;274.58;4.643673;4.1
MG;3104809.0;Augusto de Lima;31140309.0;EE AFONSO SOARES DE FREITAS;Estadual;92.3;87.5;94.3;97.7;-;0.929701;260.72;264.84;4.315983;4
MG;3104908.0;Baependi;31170984.0;EE JOAQUIM ALVARENGA MACIEL;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3104908.0;Baependi;31171026.0;EE ANISIO ESAU DOS SANTOS;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3104908.0;Baependi;31171042.0;EE NOSSA SENHORA DE MONTSERRAT;Estadual;92.9;88;92.7;100;-;0.933093;265.26;264.96;4.381543;4.1
MG;3104908.0;Baependi;31171051.0;EE VARGEM DA LAGE;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3105004.0;Baldim;31140325.0;EE JOSE RIBEIRO DA SILVA;Estadual;87.2;81.9;82.6;98.1;-;0.869307;263.7;257.67;4.250501;3.7
MG;3105004.0;Baldim;31140376.0;EE OSCAR ARTUR GUIMARAES;Estadual;95.9;93.3;95.3;100;-;0.961191;266.16;268.19;4.442537;4.3
MG;3105103.0;Bambuí;31031755.0;IFMG - CAMPUS BAMBUI;Federal;79.5;69.2;82.8;93.8;-;0.806687;ND;ND;-;-
MG;3105103.0;Bambuí;31032212.0;EE JOAO BATISTA DE CARVALHO;Estadual;93.2;91.5;95.9;92.5;-;0.932624;266.96;279.27;4.619641;4.3
MG;3105103.0;Bambuí;31032221.0;EE JOSE ALZAMORA;Estadual;80.4;67.6;84.6;88.2;-;0.790491;257.46;262.12;4.229478;3.3
MG;3105202.0;Bandeira;31184632.0;EE JOAO DOS SANTOS AMARAL;Estadual;96.1;93.8;97.8;97.7;-;0.963969;267.42;260.38;4.343317;4.2
MG;3105301.0;Bandeira do Sul;31123897.0;EE JOSE BANDEIRA DE CARVALHO;Estadual;87.1;86.2;81.5;97.6;-;0.879333;282.21;295.38;5.074994;4.5
MG;3105400.0;Barão de Cocais;31007692.0;EE JOSE MARIA DE MORAIS;Estadual;87.2;84.1;89.5;91.1;-;0.881297;279.79;275.49;4.743251;4.2
MG;3105400.0;Barão de Cocais;31007706.0;EE ODILON BEHRENS;Estadual;87.5;85.9;86.4;92.9;-;0.882878;ND;ND;-;-
MG;3105400.0;Barão de Cocais;31007714.0;EE PADRE HEITOR;Estadual;96.1;94.2;95.5;100;-;0.965036;270.76;281.87;4.711934;4.5
MG;3105509.0;Barão do Monte Alto;31096695.0;EE PROFESSOR TOMAS AQUINO PEREIRA;Estadual;95.6;89.2;100;100;-;0.961207;266;267.22;4.425769;4.3
MG;3105509.0;Barão do Monte Alto;31096709.0;EE DOMICIANO CERQUEIRA;Estadual;96.2;95;95;100;-;0.966102;255.72;246.09;3.965069;3.8
MG;3105608.0;Barbacena;31014621.0;CAMPUS BARBACENA;Federal;95.4;97.2;90.6;98.8;-;0.953985;ND;ND;-;-
MG;3105608.0;Barbacena;31014630.0;ESCOLA PREPARATORIA DE CADETES DO AR;Federal;99.8;100;100;99.4;-;0.997992;414.56;353.25;7.80016;7.8
MG;3105608.0;Barbacena;31015032.0;EE AMILCAR SAVASSI;Estadual;87;89.2;85.3;86;-;0.868005;289.57;297.06;5.203515;4.5
MG;3105608.0;Barbacena;31015059.0;EE PROFESSOR JOAO ANASTACIO;Estadual;93.8;89.5;96.3;100;-;0.950649;291.78;283.45;5.030811;4.8
MG;3105608.0;Barbacena;31015067.0;EE DOUTOR ALBERTO VIEIRA PEREIRA;Estadual;87.1;81.6;89.5;100;-;0.897449;268.28;269.65;4.494168;4
MG;3105608.0;Barbacena;31015091.0;EE DOUTOR TEOBALDO TOLLENDAL;Estadual;85.7;71.4;88.9;94.7;-;0.837665;ND;ND;-;-
MG;3105608.0;Barbacena;31015105.0;EE EMBAIXADOR JOSE BONIFACIO;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3105608.0;Barbacena;31015113.0;EE GABRIELA RIBEIRO ANDRADA;Estadual;94.6;95;92.9;97.1;-;0.94969;289.53;276.09;4.889031;4.6
MG;3105608.0;Barbacena;31015121.0;EE HENRIQUE DINIZ;Estadual;90.1;85.1;93.8;93.9;-;0.9074;295.42;295.46;5.261725;4.8
MG;3105608.0;Barbacena;31015229.0;EE PROFESSOR SOARES FERREIRA;Estadual;71.5;60.6;75.1;82;-;0.714076;ND;ND;-;-
MG;3105608.0;Barbacena;31015245.0;COLEGIO TIRADENTES PMMG - BARBACENA;Estadual;90.3;79.6;91.8;100;-;0.896699;321.4;314.85;5.916883;5.3
MG;3105608.0;Barbacena;31273376.0;EE DEPUTADO JOSE BONIFACIO LAFAYETTE DE ANDRADA;Estadual;98.6;98.7;97.4;100;-;0.986886;263.02;281.01;4.590352;4.5
MG;3105608.0;Barbacena;31302627.0;EE SENHORA DAS DORES;Estadual;89.8;85.9;87.9;96.7;-;0.8993;266.91;259.26;4.319388;3.9
MG;3105608.0;Barbacena;31304875.0;ESCOLA SESI OSCAR MAGALHAES FERREIRA;Privada;-;-;-;-;-;-;-;-;-;-
MG;3105608.0;Barbacena;31356905.0;EE PROFESSORA MARIA DO CARMO DE CARVALHO E SOUZA;Estadual;85;77.5;81.1;100;-;0.851458;265.25;269.69;4.452211;3.8
MG;3105707.0;Barra Longa;31128414.0;EE PADRE JOSE EPIFANIO GONCALVES;Estadual;95.6;95.2;97.6;93.5;-;0.954038;259.47;263.58;4.279564;4.1
MG;3105905.0;Barroso;31015300.0;EE GENERAL SILVANO ALBERTONI;Estadual;85.3;75;92;100;-;0.877119;265.71;283.11;4.65957;4.1
MG;3105905.0;Barroso;31015318.0;EE FRANCISCO ANTONIO PIRES;Estadual;77.6;67.2;84.2;86;-;0.781548;281.17;286.8;4.931944;3.9
MG;3105905.0;Barroso;31015334.0;EE CONEGO LUIZ GIAROLA CARLOS;Estadual;83.1;80.7;88.6;81.5;-;0.834534;ND;ND;-;-
MG;3106002.0;Bela Vista de Minas;31102750.0;EE JOSE MODESTO AVILA;Estadual;86.2;84.2;85.3;92.4;-;0.871527;269.35;262.19;4.39752;3.8
MG;3106101.0;Belmiro Braga;31067890.0;EE DE BELMIRO BRAGA;Estadual;88.1;86.3;91.5;86.5;-;0.880356;261.16;263.09;4.295965;3.8
MG;3106200.0;Belo Horizonte;31000019.0;UFMG - COLEGIO TECNICO;Federal;94.6;88.7;95.9;97.6;100;0.953575;ND;ND;-;-
MG;3106200.0;Belo Horizonte;31000051.0;EE GUIA LOPES;Estadual;-;-;-;-;-;-;-;-;-;-
MG;3106200.0;Belo Horizonte;31000086.0;EE PROFESSOR JOSE MESQUITA DE CARVALHO;Estadual;80.5;79.2;76.2;87;-;0.805502;252.64;253.1;4.026751;3.2
MG;3106200.0;Belo Horizonte;31000124.0;EE DOUTOR SIMAO TAMM BIAS FORTES;Estadual;87;82.9;83.1;98.3;-;0.875418;ND;ND;-;-
MG;3106200.0;Belo Horizonte;31000132.0;EE GUIMARAES ROSA;Estadual;76.9;75.5;71;83.8;-;0.764084;ND;ND;-;-
MG;3106200.0;Belo Horizonte;31000159.0;EE MANUEL CASASANTA;Estadual;83.5;75.6;87;93.4;-;0.846778;266.85;280.53;4.636958;3.9
MG;3106200.0;Belo Horizonte;31000175.0;EE MARIA DE LOURDES DE OLIVEIRA;Estadual;81.8;72.9;88.8;87.9;-;0.82519;254.75;265.52;4.242314;3.5
MG;3106200.0;Belo Horizonte;31000191.0;EE CAIO NELSON DE SENA;Estadual;81.7;81.4;78.3;85.9;-;0.817487;282.29;283.37;4.896327;4
MG;3106200.0;Belo Horizonte;31000205.0;EE PROFESSORA FRANCISCA MALHEIROS;Estadual;59.6;49.3;69.6;80.5;-;0.637292;ND;ND;-;-
MG;3106200.0;Belo Horizonte;31000221.0;EE PRESIDENTE ANTONIO CARLOS;Estadual;-;-;-;-;-;-;-;-;-;-
