SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;ID_ESCOLA;NO_ESCOLA;REDE;VL_APROVACAO_2023_SI_4;VL_APROVACAO_2023_1;VL_APROVACAO_2023_2;VL_APROVACAO_2023_3;VL_APROVACAO_2023_4;VL_INDICADOR_REND_2023;VL_NOTA_MATEMATICA_2023;VL_NOTA_PORTUGUES_2023;VL_NOTA_MEDIA_2023;VL_OBSERVADO_2023
PE;2611606.0;Recife;26122677.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA PAULA FRASSINETTI;Estadual;96.7;95.3;95.7;100;-;0.96954;290.07;302.97;5.29901;5.1
PE;2611606.0;Recife;26122685.0;ESCOLA TECNICA ESTADUAL PROFESSOR AGAMENON MAGALHAES - ETEPAM;Estadual;94.8;89.4;97.4;98.4;-;0.94891;301.06;312.66;5.598424;5.3
PE;2611606.0;Recife;26122839.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO OTHON PARAISO;Estadual;93;86.8;95.4;97.3;-;0.929356;266.33;280.02;4.62202;4.3
PE;2611606.0;Recife;26122847.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS;Estadual;97.2;96.2;97.2;98.5;-;0.972909;260.72;276.91;4.496671;4.4
PE;2611606.0;Recife;26122855.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO DEBORA FEIJO;Estadual;-;-;-;-;-;-;-;-;-;-
PE;2611606.0;Recife;26122960.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO VIDAL DE NEGREIROS;Estadual;92.6;90.3;91.3;96.2;-;0.925294;260.71;269.39;4.383956;4.1
PE;2611606.0;Recife;26123258.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO MARTINS JUNIOR;Estadual;89.8;85.7;86.1;98.9;-;0.898359;281.44;275.34;4.76418;4.3
PE;2611606.0;Recife;26123282.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM TAVORA;Estadual;94.2;96.1;92.9;92.5;-;0.93806;298.59;303.8;5.431098;5.1
PE;2611606.0;Recife;26123479.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO ALBERTO TORRES;Estadual;92.9;88.1;92.7;98.2;-;0.928174;275.32;288.65;4.877476;4.5
PE;2611606.0;Recife;26123517.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE MARIANO;Estadual;97.1;95.6;96.8;99.2;-;0.971771;268.79;277.8;4.623337;4.5
PE;2611606.0;Recife;26123533.0;ESCOLA MONSENHOR ALVARO NEGROMONTE;Estadual;-;-;-;-;-;-;-;-;-;-
PE;2611606.0;Recife;26123576.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO PRESIDENTE HUMBERTO CASTELO BRANCO;Estadual;91;82.6;96.8;95.5;-;0.911624;267.52;288.67;4.768225;4.3
PE;2611606.0;Recife;26123592.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR TRAJANO DE MENDONCA;Estadual;98.3;98.5;97.8;98.7;-;0.983318;284.29;288.61;5.00286;4.9
PE;2611606.0;Recife;26123703.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FALCAO;Estadual;93.4;90.8;92.7;98;-;0.93736;268.75;273.7;4.561398;4.3
PE;2611606.0;Recife;26123720.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO BARAO DO BONITO;Estadual;-;-;-;-;-;-;-;-;-;-
PE;2611606.0;Recife;26123819.0;ESCOLA TECNICA ESTADUAL MARIANO TEIXEIRA;Estadual;97.2;98;96.3;97.1;-;0.971284;274.74;292.93;4.933402;4.8
PE;2611606.0;Recife;26124190.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTOS DUMONT;Estadual;96.9;95.7;95.9;99.2;-;0.969071;290.73;300.46;5.270705;5.1
PE;2611606.0;Recife;26124297.0;COLEGIO DE APLICACAO DO CE DA UFPE;Federal;95.9;100;95.9;91.7;-;0.957468;ND;ND;-;-
PE;2611606.0;Recife;26124432.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO APOLONIO SALES;Estadual;93.5;90;92.6;99.3;-;0.938065;265.12;277.49;4.567152;4.3
PE;2611606.0;Recife;26124440.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO ASSIS CHATEAUBRIAND;Estadual;93.9;92.7;94.1;96.1;-;0.942794;270.37;279.55;4.671726;4.4
PE;2611606.0;Recife;26124475.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO BRIGADEIRO EDUARDO GOMES;Estadual;-;-;-;-;-;-;-;-;-;-
PE;2611606.0;Recife;26124580.0;EREM ELEANOR ROOSEVELT;Estadual;92.7;89.7;93.3;96.1;-;0.929592;260.76;267.79;4.360706;4.1
PE;2611606.0;Recife;26124599.0;ESCOLA ENEIDA RABELLO;Estadual;-;-;-;-;-;-;-;-;-;-
PE;2611606.0;Recife;26124602.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO ENGENHEIRO LAURO DINIZ;Estadual;93.9;94;88.5;99.2;-;0.936962;299.68;294.81;5.311826;5
PE;2611606.0;Recife;26124645.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO JORNALISTA COSTA PORTO;Estadual;94.3;94.9;95.6;96.5;-;0.956622;250;265.19;4.17066;4
PE;2611606.0;Recife;26124653.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO LAGOA ENCANTADA;Estadual;98.7;96.7;100;100;-;0.988753;280.28;292.97;5.01181;5
PE;2611606.0;Recife;26124670.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MARECHAL EURICO GASPAR DUTRA;Estadual;90.9;89.4;85.5;98.8;-;0.909007;262.59;269.95;4.418744;4
PE;2611606.0;Recife;26124696.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA;Estadual;97.2;96.9;96.3;98.7;-;0.972894;258.43;260.46;4.218251;4.1
PE;2611606.0;Recife;26124785.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME;Estadual;88.8;84.1;91.8;92.9;-;0.894238;266.43;275.96;4.562646;4.1
PE;2611606.0;Recife;26124920.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO SAO FRANCISCO DE ASSIS;Estadual;89.3;87.7;83.6;96.9;-;0.890627;265.45;274.24;4.523134;4
PE;2611606.0;Recife;26125013.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO GERCINO DE PONTES;Estadual;96.1;94.4;95.2;100;-;0.96471;264.35;269.31;4.433882;4.3
PE;2611606.0;Recife;26125048.0;ESCOLA TECNICA ESTADUAL JOAO BEZERRA;Estadual;98.2;96.7;98.6;99.3;-;0.981876;283.95;293.81;5.075929;5
PE;2611606.0;Recife;26125250.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR FERNANDO MOTA;Estadual;96.3;95.5;95.6;98.4;-;0.964815;283.88;289.25;5.006683;4.8
PE;2611606.0;Recife;26125358.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO MONTE VERDE;Estadual;96.1;92.5;94.7;100;-;0.956313;266.61;282.48;4.662779;4.5
PE;2611606.0;Recife;26125641.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE VILELA;Estadual;96.5;93.8;98.7;97.6;-;0.966539;272.62;290.88;4.872938;4.7
PE;2611606.0;Recife;26125650.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO LIONS DE PARNAMIRIM;Estadual;91.9;87.1;95.1;94;-;0.91927;264.62;282.46;4.63453;4.3
PE;2611606.0;Recife;26125668.0;COLEGIO MOTIVO - CASA FORTE;Privada;-;-;-;-;-;-;-;-;-;-
PE;2611606.0;Recife;26125757.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CANDIDO DUARTE;Estadual;96.7;92.7;98.7;100;-;0.970271;300.45;313.64;5.604527;5.4
PE;2611606.0;Recife;26125781.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO SILVA JARDIM;Estadual;95.3;92.3;96.8;98;-;0.956361;280.97;286.12;4.918956;4.7
PE;2611606.0;Recife;26125943.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL MONSENHOR MANOEL MARQUES;Estadual;88.7;86.2;84.7;96.2;-;0.887513;255.86;255.05;4.101167;3.6
PE;2611606.0;Recife;26125978.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO ALVARO LINS;Estadual;92.9;95.7;95.9;100;-;0.971602;266.11;275.46;4.550667;4.4
PE;2611606.0;Recife;26126010.0;ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO CAIO PEREIRA;Estadual;91.7;86.6;92.9;97.3;-;0.920553;252.41;262.59;4.165587;3.8
PE;2611606.0;Recife;26126044.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOTILDE DE OLIVEIRA;Estadual;95.2;82.4;98.5;98;-;0.923296;267.38;273.16;4.534073;4.2
PE;2611606.0;Recife;26126079.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO AGEU MAGALHAES;Estadual;96.8;94.6;96.4;100;-;0.969485;292.71;302.05;5.322316;5.2
PE;2611606.0;Recife;26126109.0;ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO;Estadual;94.6;93.3;91;99.1;-;0.943457;273.01;288.49;4.842637;4.6
